"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2009","Andorra","Total first marriage rate - males",":",""
"2009","Belarus","Marriages","78,800",""
"2009","Belarus","Crude marriage rate","8.2",""
"2009","Belarus","Mean age at first marriage - males",":",""
"2009","Belarus","Mean age at first marriage - females",":",""
"2009","Belarus","Total first marriage rate - males",":",""
"2009","Bosnia and Herzegovina","Marriages","20,633",""
"2009","Bosnia and Herzegovina","Crude marriage rate","5.4",""
"2009","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2009","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2009","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages","19,498",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","8.9",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2009","Moldova","Marriages","26,781",""
"2009","Moldova","Crude marriage rate","7.5",""
"2009","Moldova","Mean age at first marriage - males",":",""
"2009","Moldova","Mean age at first marriage - females",":",""
"2009","Moldova","Total first marriage rate - males",":",""
"2009","Monaco","Marriages",":",""
"2009","Monaco","Crude marriage rate",":",""
"2009","Monaco","Mean age at first marriage - males",":",""
"2009","Monaco","Mean age at first marriage - females",":",""
"2009","Monaco","Total first marriage rate - males",":",""
"2009","Russia","Marriages","1,199,446",""
"2009","Russia","Crude marriage rate","8.5",""
"2009","Russia","Mean age at first marriage - males",":",""
"2009","Russia","Mean age at first marriage - females",":",""
"2009","Russia","Total first marriage rate - males",":",""
"2009","San Marino","Marriages",":",""
"2009","San Marino","Crude marriage rate",":",""
"2009","San Marino","Mean age at first marriage - males",":",""
"2009","San Marino","Mean age at first marriage - females",":",""
"2009","San Marino","Total first marriage rate - males",":",""
"2009","Ukraine","Marriages","318,198",""
"2009","Ukraine","Crude marriage rate","6.9",""
"2009","Ukraine","Mean age at first marriage - males",":",""
"2009","Ukraine","Mean age at first marriage - females",":",""
"2009","Ukraine","Total first marriage rate - males",":",""
"2009","Armenia","Marriages","18,773",""
"2009","Armenia","Crude marriage rate","5.8",""
"2009","Armenia","Mean age at first marriage - males","29.6",""
"2009","Armenia","Mean age at first marriage - females","25.5",""
"2009","Armenia","Total first marriage rate - males","0.66",""
"2009","Azerbaijan","Marriages","78,072",""
"2009","Azerbaijan","Crude marriage rate","8.7",""
"2009","Azerbaijan","Mean age at first marriage - males","28.9",""
"2009","Azerbaijan","Mean age at first marriage - females","24.3",""
"2009","Azerbaijan","Total first marriage rate - males","0.96",""
"2009","Georgia","Marriages","31,752",""
"2009","Georgia","Crude marriage rate","7.2",""
"2009","Georgia","Mean age at first marriage - males",":",""
"2009","Georgia","Mean age at first marriage - females",":",""
"2009","Georgia","Total first marriage rate - males",":",""
"2010","European Union - 28 countries","Marriages","2,227,876",""
"2010","European Union - 28 countries","Crude marriage rate","4.4",""
"2010","European Union - 28 countries","Mean age at first marriage - males",":",""
"2010","European Union - 28 countries","Mean age at first marriage - females",":",""
"2010","European Union - 28 countries","Total first marriage rate - males",":",""
"2010","European Union - 27 countries (2007-2013)","Marriages","2,206,582",""
"2010","European Union - 27 countries (2007-2013)","Crude marriage rate","4.4",""
"2010","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2010","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2010","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2010","Euro area (19 countries)","Marriages","1,394,494",""
"2010","Euro area (19 countries)","Crude marriage rate","4.2",""
"2010","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2010","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2010","Euro area (19 countries)","Total first marriage rate - males",":",""
"2010","Euro area (18 countries)","Marriages","1,375,806",""
"2010","Euro area (18 countries)","Crude marriage rate","4.1",""
"2010","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2010","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2010","Euro area (18 countries)","Total first marriage rate - males",":",""
"2010","Belgium","Marriages","42,159",""
"2010","Belgium","Crude marriage rate","3.9",""
"2010","Belgium","Mean age at first marriage - males","31.7",""
"2010","Belgium","Mean age at first marriage - females","29.4",""
"2010","Belgium","Total first marriage rate - males","0.42",""
"2010","Bulgaria","Marriages","24,286",""
"2010","Bulgaria","Crude marriage rate","3.3",""
"2010","Bulgaria","Mean age at first marriage - males","29.8",""
"2010","Bulgaria","Mean age at first marriage - females","26.6",""
"2010","Bulgaria","Total first marriage rate - males","0.38",""
"2010","Czechia","Marriages","46,746",""
"2010","Czechia","Crude marriage rate","4.5",""
"2010","Czechia","Mean age at first marriage - males","30.8",""
"2010","Czechia","Mean age at first marriage - females","27.9",""
"2010","Czechia","Total first marriage rate - males","0.41",""
"2010","Denmark","Marriages","30,949",""
"2010","Denmark","Crude marriage rate","5.6",""
"2010","Denmark","Mean age at first marriage - males","33.6",""
"2010","Denmark","Mean age at first marriage - females","31.2",""
"2010","Denmark","Total first marriage rate - males","0.66",""
"2010","Germany (until 1990 former territory of the FRG)","Marriages","382,047",""
"2010","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.7",""
"2010","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males",":",""
"2010","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females",":",""
"2010","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males",":",""
"2010","Germany including former GDR","Marriages","382,047",""
"2010","Germany including former GDR","Crude marriage rate","4.7",""
"2010","Germany including former GDR","Mean age at first marriage - males",":",""
"2010","Germany including former GDR","Mean age at first marriage - females",":",""
"2010","Germany including former GDR","Total first marriage rate - males",":",""
"2010","Estonia","Marriages","5,066",""
"2010","Estonia","Crude marriage rate","3.8",""
"2010","Estonia","Mean age at first marriage - males","30.5",""
"2010","Estonia","Mean age at first marriage - females","28.0",""
"2010","Estonia","Total first marriage rate - males","0.38",""
"2010","Ireland","Marriages","20,594",""
"2010","Ireland","Crude marriage rate","4.5",""
"2010","Ireland","Mean age at first marriage - males","33.1",""
"2010","Ireland","Mean age at first marriage - females","31.3",""
"2010","Ireland","Total first marriage rate - males",":",""
"2010","Greece","Marriages","56,338",""
"2010","Greece","Crude marriage rate","5.1",""
"2010","Greece","Mean age at first marriage - males","32.6",""
"2010","Greece","Mean age at first marriage - females","29.3",""
"2010","Greece","Total first marriage rate - males","0.58",""
"2010","Spain","Marriages","165,641",""
"2010","Spain","Crude marriage rate","3.6",""
"2010","Spain","Mean age at first marriage - males","33.1",""
"2010","Spain","Mean age at first marriage - females","30.9",""
"2010","Spain","Total first marriage rate - males","0.38",""
"2010","France","Marriages","251,713",""
"2010","France","Crude marriage rate","3.9",""
"2010","France","Mean age at first marriage - males","32.8",""
"2010","France","Mean age at first marriage - females","30.7",""
"2010","France","Total first marriage rate - males","0.49",""
"2010","France (metropolitan)","Marriages","245,334",""
"2010","France (metropolitan)","Crude marriage rate","3.9",""
"2010","France (metropolitan)","Mean age at first marriage - males","32.8",""
"2010","France (metropolitan)","Mean age at first marriage - females","30.7",""
"2010","France (metropolitan)","Total first marriage rate - males","0.49",""
"2010","Croatia","Marriages","21,294",""
"2010","Croatia","Crude marriage rate","5.0",""
"2010","Croatia","Mean age at first marriage - males","30.0",""
"2010","Croatia","Mean age at first marriage - females","27.1",""
"2010","Croatia","Total first marriage rate - males","0.63",""
"2010","Italy","Marriages","217,700",""
"2010","Italy","Crude marriage rate","3.7",""
"2010","Italy","Mean age at first marriage - males","33.2",""
"2010","Italy","Mean age at first marriage - females","30.3",""
"2010","Italy","Total first marriage rate - males","0.48",""
"2010","Cyprus","Marriages","6,081",""
"2010","Cyprus","Crude marriage rate","7.3",""
"2010","Cyprus","Mean age at first marriage - males",":",""
"2010","Cyprus","Mean age at first marriage - females",":",""
"2010","Cyprus","Total first marriage rate - males",":",""
"2010","Latvia","Marriages","9,290",""
"2010","Latvia","Crude marriage rate","4.4",""
"2010","Latvia","Mean age at first marriage - males","29.4",""
"2010","Latvia","Mean age at first marriage - females","27.1",""
"2010","Latvia","Total first marriage rate - males","0.39",""
"2010","Lithuania","Marriages","18,688",""
"2010","Lithuania","Crude marriage rate","6.0",""
"2010","Lithuania","Mean age at first marriage - males","28.7",""
"2010","Lithuania","Mean age at first marriage - females","26.5",""
"2010","Lithuania","Total first marriage rate - males","0.61",""
"2010","Luxembourg","Marriages","1,749",""
"2010","Luxembourg","Crude marriage rate","3.5",""
"2010","Luxembourg","Mean age at first marriage - males","32.8",""
"2010","Luxembourg","Mean age at first marriage - females","30.2",""
"2010","Luxembourg","Total first marriage rate - males","0.35",""
"2010","Hungary","Marriages","35,520",""
"2010","Hungary","Crude marriage rate","3.6",""
"2010","Hungary","Mean age at first marriage - males","31.2",""
"2010","Hungary","Mean age at first marriage - females","28.3",""
"2010","Hungary","Total first marriage rate - males","0.36",""
"2010","Malta","Marriages","2,596",""
"2010","Malta","Crude marriage rate","6.3",""
"2010","Malta","Mean age at first marriage - males","31.3",""
"2010","Malta","Mean age at first marriage - females","28.6",""
"2010","Malta","Total first marriage rate - males","0.78",""
"2010","Netherlands","Marriages","75,399",""
"2010","Netherlands","Crude marriage rate","4.5",""
"2010","Netherlands","Mean age at first marriage - males","32.4",""
"2010","Netherlands","Mean age at first marriage - females","29.8",""
"2010","Netherlands","Total first marriage rate - males","0.52",""
"2010","Austria","Marriages","37,545",""
"2010","Austria","Crude marriage rate","4.5",""
"2010","Austria","Mean age at first marriage - males",":",""
"2010","Austria","Mean age at first marriage - females",":",""
"2010","Austria","Total first marriage rate - males",":",""
"2010","Poland","Marriages","228,337",""
"2010","Poland","Crude marriage rate","6.0",""
"2010","Poland","Mean age at first marriage - males","28.4",""
"2010","Poland","Mean age at first marriage - females","26.1",""
"2010","Poland","Total first marriage rate - males","0.64",""
"2010","Portugal","Marriages","39,993",""
"2010","Portugal","Crude marriage rate","3.8",""
"2010","Portugal","Mean age at first marriage - males","29.9",""
"2010","Portugal","Mean age at first marriage - females","27.7",""
"2010","Portugal","Total first marriage rate - males","0.43",""
"2010","Romania","Marriages","115,778",""
"2010","Romania","Crude marriage rate","5.7",""
"2010","Romania","Mean age at first marriage - males","29.0",""
"2010","Romania","Mean age at first marriage - females","25.6",""
"2010","Romania","Total first marriage rate - males","0.70",""
"2010","Slovenia","Marriages","6,528",""
"2010","Slovenia","Crude marriage rate","3.2",""
"2010","Slovenia","Mean age at first marriage - males","31.7",""
"2010","Slovenia","Mean age at first marriage - females","29.0",""
"2010","Slovenia","Total first marriage rate - males","0.37",""
"2010","Slovakia","Marriages","25,415",""
"2010","Slovakia","Crude marriage rate","4.7",""
"2010","Slovakia","Mean age at first marriage - males","30.0",""
"2010","Slovakia","Mean age at first marriage - females","27.2",""
"2010","Slovakia","Total first marriage rate - males","0.48",""
"2010","Finland","Marriages","29,952",""
"2010","Finland","Crude marriage rate","5.6",""
"2010","Finland","Mean age at first marriage - males","32.5",""
"2010","Finland","Mean age at first marriage - females","30.2",""
"2010","Finland","Total first marriage rate - males","0.64",""
"2010","Sweden","Marriages","50,028",""
"2010","Sweden","Crude marriage rate","5.3",""
"2010","Sweden","Mean age at first marriage - males","35.6",""
"2010","Sweden","Mean age at first marriage - females","32.7",""
"2010","Sweden","Total first marriage rate - males","0.59",""
"2010","United Kingdom","Marriages","280,444",""
"2010","United Kingdom","Crude marriage rate","4.5",""
"2010","United Kingdom","Mean age at first marriage - males",":",""
"2010","United Kingdom","Mean age at first marriage - females",":",""
"2010","United Kingdom","Total first marriage rate - males",":",""
"2010","European Economic Area (EU28 plus IS, LI, NO)","Marriages","2,252,917",""
"2010","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate","4.4",""
"2010","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2010","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2010","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2010","European Economic Area (EU27 plus IS, LI, NO)","Marriages","2,231,623",""
"2010","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate","4.4",""
"2010","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2010","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2010","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2010","European Free Trade Association","Marriages","68,298",""
"2010","European Free Trade Association","Crude marriage rate","5.2",""
"2010","European Free Trade Association","Mean age at first marriage - males",":",""
"2010","European Free Trade Association","Mean age at first marriage - females",":",""
"2010","European Free Trade Association","Total first marriage rate - males",":",""
"2010","Iceland","Marriages","1,547",""
"2010","Iceland","Crude marriage rate","4.9",""
"2010","Iceland","Mean age at first marriage - males","34.7",""
"2010","Iceland","Mean age at first marriage - females","32.4",""
"2010","Iceland","Total first marriage rate - males","0.53",""
"2010","Liechtenstein","Marriages","181",""
"2010","Liechtenstein","Crude marriage rate","5.0",""
"2010","Liechtenstein","Mean age at first marriage - males",":",""
"2010","Liechtenstein","Mean age at first marriage - females",":",""
"2010","Liechtenstein","Total first marriage rate - males",":",""
"2010","Norway","Marriages","23,313",""
"2010","Norway","Crude marriage rate","4.8",""
"2010","Norway","Mean age at first marriage - males","33.7",""
"2010","Norway","Mean age at first marriage - females","30.8",""
"2010","Norway","Total first marriage rate - males","0.54",""
"2010","Switzerland","Marriages","43,257",""
"2010","Switzerland","Crude marriage rate","5.5",""
"2010","Switzerland","Mean age at first marriage - males","32.2",""
"2010","Switzerland","Mean age at first marriage - females","29.8",""
"2010","Switzerland","Total first marriage rate - males","0.62",""
"2010","Montenegro","Marriages","3,675",""
"2010","Montenegro","Crude marriage rate","5.9",""
"2010","Montenegro","Mean age at first marriage - males",":",""
"2010","Montenegro","Mean age at first marriage - females",":",""
"2010","Montenegro","Total first marriage rate - males",":",""
"2010","North Macedonia","Marriages","14,155",""
"2010","North Macedonia","Crude marriage rate","6.9",""
"2010","North Macedonia","Mean age at first marriage - males","28.2",""
"2010","North Macedonia","Mean age at first marriage - females","25.2",""
"2010","North Macedonia","Total first marriage rate - males","0.78",""
"2010","Albania","Marriages",":",""
"2010","Albania","Crude marriage rate",":",""
"2010","Albania","Mean age at first marriage - males",":",""
"2010","Albania","Mean age at first marriage - females",":",""
"2010","Albania","Total first marriage rate - males",":",""
"2010","Serbia","Marriages","35,815",""
"2010","Serbia","Crude marriage rate","4.9",""
"2010","Serbia","Mean age at first marriage - males","30.5",""
"2010","Serbia","Mean age at first marriage - females","27.2",""
"2010","Serbia","Total first marriage rate - males","0.62",""
"2010","Turkey","Marriages","582,715",""
"2010","Turkey","Crude marriage rate","8.0",""
"2010","Turkey","Mean age at first marriage - males","27.1",""
"2010","Turkey","Mean age at first marriage - females","23.8",""
"2010","Turkey","Total first marriage rate - males","0.79",""
"2010","Andorra","Marriages",":",""
"2010","Andorra","Crude marriage rate",":",""
"2010","Andorra","Mean age at first marriage - males",":",""
"2010","Andorra","Mean age at first marriage - females",":",""
"2010","Andorra","Total first marriage rate - males",":",""
"2010","Belarus","Marriages","76,978",""
"2010","Belarus","Crude marriage rate","8.1",""
"2010","Belarus","Mean age at first marriage - males",":",""
"2010","Belarus","Mean age at first marriage - females",":",""
"2010","Belarus","Total first marriage rate - males",":",""
"2010","Bosnia and Herzegovina","Marriages","19,541",""
"2010","Bosnia and Herzegovina","Crude marriage rate","5.1",""
"2010","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2010","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2010","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2010","Moldova","Marriages","26,483",""
"2010","Moldova","Crude marriage rate","7.4",""
"2010","Moldova","Mean age at first marriage - males",":",""
"2010","Moldova","Mean age at first marriage - females",":",""
"2010","Moldova","Total first marriage rate - males",":",""
"2010","Monaco","Marriages",":",""
"2010","Monaco","Crude marriage rate",":",""
"2010","Monaco","Mean age at first marriage - males",":",""
"2010","Monaco","Mean age at first marriage - females",":",""
"2010","Monaco","Total first marriage rate - males",":",""
"2010","Russia","Marriages","1,215,066",""
"2010","Russia","Crude marriage rate","8.5",""
"2010","Russia","Mean age at first marriage - males",":",""
"2010","Russia","Mean age at first marriage - females",":",""
"2010","Russia","Total first marriage rate - males",":",""
"2010","San Marino","Marriages",":",""
"2010","San Marino","Crude marriage rate",":",""
"2010","San Marino","Mean age at first marriage - males",":",""
"2010","San Marino","Mean age at first marriage - females",":",""
"2010","San Marino","Total first marriage rate - males",":",""
"2010","Ukraine","Marriages","305,933",""
"2010","Ukraine","Crude marriage rate","6.7",""
"2010","Ukraine","Mean age at first marriage - males","27.1",""
"2010","Ukraine","Mean age at first marriage - females","24.0",""
"2010","Ukraine","Total first marriage rate - males","0.63",""
"2010","Armenia","Marriages","16,904",""
"2010","Armenia","Crude marriage rate","5.2",""
"2010","Armenia","Mean age at first marriage - males",":",""
"2010","Armenia","Mean age at first marriage - females",":",""
"2010","Armenia","Total first marriage rate - males",":",""
"2010","Azerbaijan","Marriages","79,172",""
"2010","Azerbaijan","Crude marriage rate","8.7",""
"2010","Azerbaijan","Mean age at first marriage - males",":",""
"2010","Azerbaijan","Mean age at first marriage - females",":",""
"2010","Azerbaijan","Total first marriage rate - males",":",""
"2010","Georgia","Marriages","34,675",""
"2010","Georgia","Crude marriage rate","7.8",""
"2010","Georgia","Mean age at first marriage - males",":",""
"2010","Georgia","Mean age at first marriage - females",":",""
"2010","Georgia","Total first marriage rate - males",":",""
"2011","European Union - 28 countries","Marriages","2,138,684",""
"2011","European Union - 28 countries","Crude marriage rate","4.2",""
"2011","European Union - 28 countries","Mean age at first marriage - males",":",""
"2011","European Union - 28 countries","Mean age at first marriage - females",":",""
"2011","European Union - 28 countries","Total first marriage rate - males",":",""
"2011","European Union - 27 countries (2007-2013)","Marriages","2,118,473",""
"2011","European Union - 27 countries (2007-2013)","Crude marriage rate","4.2",""
"2011","European Union - 27 countries (2007-2013)","Mean age at first marriage - males",":",""
"2011","European Union - 27 countries (2007-2013)","Mean age at first marriage - females",":",""
"2011","European Union - 27 countries (2007-2013)","Total first marriage rate - males",":",""
"2011","Euro area (19 countries)","Marriages","1,344,495",""
"2011","Euro area (19 countries)","Crude marriage rate","4.0",""
"2011","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2011","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2011","Euro area (19 countries)","Total first marriage rate - males",":",""
"2011","Euro area (18 countries)","Marriages","1,325,274",""
"2011","Euro area (18 countries)","Crude marriage rate","4.0",""
"2011","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2011","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2011","Euro area (18 countries)","Total first marriage rate - males",":",""
"2011","Belgium","Marriages","41,001",""
"2011","Belgium","Crude marriage rate","3.7","b"
"2011","Belgium","Mean age at first marriage - males",":","b"
"2011","Belgium","Mean age at first marriage - females",":","b"
"2011","Belgium","Total first marriage rate - males",":",""
"2011","Bulgaria","Marriages","21,448",""
"2011","Bulgaria","Crude marriage rate","2.9",""
"2011","Bulgaria","Mean age at first marriage - males","29.9",""
"2011","Bulgaria","Mean age at first marriage - females","26.6",""
"2011","Bulgaria","Total first marriage rate - males","0.36","b"
"2011","Czechia","Marriages","45,137",""
"2011","Czechia","Crude marriage rate","4.3",""
"2011","Czechia","Mean age at first marriage - males","31.0",""
"2011","Czechia","Mean age at first marriage - females","28.1",""
"2011","Czechia","Total first marriage rate - males","0.41","b"
"2011","Denmark","Marriages","27,198",""
"2011","Denmark","Crude marriage rate","4.9",""
"2011","Denmark","Mean age at first marriage - males","33.8",""
"2011","Denmark","Mean age at first marriage - females","31.4",""
"2011","Denmark","Total first marriage rate - males","0.58",""
"2011","Germany (until 1990 former territory of the FRG)","Marriages","377,816",""
"2011","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.6",""
"2011","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","32.9",""
"2011","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","30.2",""
"2011","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males","0.54",""
"2011","Germany including former GDR","Marriages","377,816",""
"2011","Germany including former GDR","Crude marriage rate","4.6",""
"2011","Germany including former GDR","Mean age at first marriage - males","32.9",""
"2011","Germany including former GDR","Mean age at first marriage - females","30.2",""
"2011","Germany including former GDR","Total first marriage rate - males","0.54",""
"2011","Estonia","Marriages","5,499",""
"2011","Estonia","Crude marriage rate","4.1",""
"2011","Estonia","Mean age at first marriage - males","31.1",""
"2011","Estonia","Mean age at first marriage - females","28.4",""
"2011","Estonia","Total first marriage rate - males","0.41",""
"2011","Ireland","Marriages","19,855",""
"2011","Ireland","Crude marriage rate","4.3",""
"2011","Ireland","Mean age at first marriage - males",":",""
"2011","Ireland","Mean age at first marriage - females",":",""
"2011","Ireland","Total first marriage rate - males",":",""
"2011","Greece","Marriages","55,099",""
"2011","Greece","Crude marriage rate","5.0",""
"2011","Greece","Mean age at first marriage - males","32.7",""
"2011","Greece","Mean age at first marriage - females","29.4",""
"2011","Greece","Total first marriage rate - males","0.58",""
"2011","Spain","Marriages","158,220",""
"2011","Spain","Crude marriage rate","3.4",""
"2011","Spain","Mean age at first marriage - males","33.4",""
"2011","Spain","Mean age at first marriage - females","31.3",""
"2011","Spain","Total first marriage rate - males","0.37",""
"2011","France","Marriages","236,975",""
"2011","France","Crude marriage rate","3.6",""
"2011","France","Mean age at first marriage - males","33.0",""
"2011","France","Mean age at first marriage - females","30.8",""
"2011","France","Total first marriage rate - males","0.46",""
"2011","France (metropolitan)","Marriages","231,100",""
"2011","France (metropolitan)","Crude marriage rate","3.7",""
"2011","France (metropolitan)","Mean age at first marriage - males","32.9",""
"2011","France (metropolitan)","Mean age at first marriage - females","30.8",""
"2011","France (metropolitan)","Total first marriage rate - males","0.46",""
"2011","Croatia","Marriages","20,211",""
"2011","Croatia","Crude marriage rate","4.7",""
"2011","Croatia","Mean age at first marriage - males","30.2",""
"2011","Croatia","Mean age at first marriage - females","27.3",""
"2011","Croatia","Total first marriage rate - males","0.60",""
"2011","Italy","Marriages","204,830",""
"2011","Italy","Crude marriage rate","3.4",""
"2011","Italy","Mean age at first marriage - males","33.5",""
"2011","Italy","Mean age at first marriage - females","30.5",""
"2011","Italy","Total first marriage rate - males","0.45",""
"2011","Cyprus","Marriages","6,210",""
"2011","Cyprus","Crude marriage rate","7.3",""
"2011","Cyprus","Mean age at first marriage - males",":",""
"2011","Cyprus","Mean age at first marriage - females",":",""
"2011","Cyprus","Total first marriage rate - males",":",""
"2011","Latvia","Marriages","10,760",""
"2011","Latvia","Crude marriage rate","5.2",""
"2011","Latvia","Mean age at first marriage - males","29.6",""
"2011","Latvia","Mean age at first marriage - females","27.3",""
"2011","Latvia","Total first marriage rate - males","0.53","b"
"2011","Lithuania","Marriages","19,221",""
"2011","Lithuania","Crude marriage rate","6.3",""
"2011","Lithuania","Mean age at first marriage - males","29.0",""
"2011","Lithuania","Mean age at first marriage - females","26.7",""
"2011","Lithuania","Total first marriage rate - males","0.75","b"
"2011","Luxembourg","Marriages","1,714",""
"2011","Luxembourg","Crude marriage rate","3.3",""
"2011","Luxembourg","Mean age at first marriage - males","32.9",""
"2011","Luxembourg","Mean age at first marriage - females","30.3",""
"2011","Luxembourg","Total first marriage rate - males","0.35",""
"2011","Hungary","Marriages","35,812",""
"2011","Hungary","Crude marriage rate","3.6",""
"2011","Hungary","Mean age at first marriage - males","31.6",""
"2011","Hungary","Mean age at first marriage - females","28.6",""
"2011","Hungary","Total first marriage rate - males","0.36",""
"2011","Malta","Marriages","2,562",""
"2011","Malta","Crude marriage rate","6.2",""
"2011","Malta","Mean age at first marriage - males","31.6",""
"2011","Malta","Mean age at first marriage - females","29.2",""
"2011","Malta","Total first marriage rate - males","0.77","b"
"2011","Netherlands","Marriages","71,572",""
"2011","Netherlands","Crude marriage rate","4.3",""
"2011","Netherlands","Mean age at first marriage - males","32.6",""
"2011","Netherlands","Mean age at first marriage - females","30.1",""
"2011","Netherlands","Total first marriage rate - males","0.50",""
"2011","Austria","Marriages","36,426",""
"2011","Austria","Crude marriage rate","4.3",""
"2011","Austria","Mean age at first marriage - males","32.9",""
"2011","Austria","Mean age at first marriage - females","30.3",""
"2011","Austria","Total first marriage rate - males","0.48",""
"2011","Poland","Marriages","206,471",""
"2011","Poland","Crude marriage rate","5.4",""
"2011","Poland","Mean age at first marriage - males","28.6",""
"2011","Poland","Mean age at first marriage - females","26.2",""
"2011","Poland","Total first marriage rate - males","0.58","b"
"2011","Portugal","Marriages","36,035",""
"2011","Portugal","Crude marriage rate","3.4",""
"2011","Portugal","Mean age at first marriage - males","30.1",""
"2011","Portugal","Mean age at first marriage - females","28.0",""
"2011","Portugal","Total first marriage rate - males","0.39",""
"2011","Romania","Marriages","105,599",""
"2011","Romania","Crude marriage rate","5.2",""
"2011","Romania","Mean age at first marriage - males","29.2",""
"2011","Romania","Mean age at first marriage - females","25.8",""
"2011","Romania","Total first marriage rate - males","0.53",""
"2011","Slovenia","Marriages","6,671",""
"2011","Slovenia","Crude marriage rate","3.2",""
"2011","Slovenia","Mean age at first marriage - males","32.0",""
"2011","Slovenia","Mean age at first marriage - females","29.4",""
"2011","Slovenia","Total first marriage rate - males","0.38","b"
"2011","Slovakia","Marriages","25,621",""
"2011","Slovakia","Crude marriage rate","4.7",""
"2011","Slovakia","Mean age at first marriage - males",":",""
"2011","Slovakia","Mean age at first marriage - females",":",""
"2011","Slovakia","Total first marriage rate - males",":",""
"2011","Finland","Marriages","28,408",""
"2011","Finland","Crude marriage rate","5.3",""
"2011","Finland","Mean age at first marriage - males","32.7",""
"2011","Finland","Mean age at first marriage - females","30.4",""
"2011","Finland","Total first marriage rate - males","0.60",""
"2011","Sweden","Marriages","46,922",""
"2011","Sweden","Crude marriage rate","5.0",""
"2011","Sweden","Mean age at first marriage - males","35.5",""
"2011","Sweden","Mean age at first marriage - females","33.0",""
"2011","Sweden","Total first marriage rate - males","0.61",""
"2011","United Kingdom","Marriages","285,391",""
"2011","United Kingdom","Crude marriage rate","4.5",""
"2011","United Kingdom","Mean age at first marriage - males",":",""
"2011","United Kingdom","Mean age at first marriage - females",":",""
"2011","United Kingdom","Total first marriage rate - males",":",""
"2011","European Economic Area (EU28 plus IS, LI, NO)","Marriages","2,163,181",""
"2011","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate","4.2",""
"2011","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2011","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2011","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2011","European Economic Area (EU27 plus IS, LI, NO)","Marriages","2,142,970",""
"2011","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate","4.2",""
"2011","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2011","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
