"TIME","GEO","UNIT","DEG_URB","INCGRP","Value","Flag and Footnotes"
"2017","Austria","Percentage","Cities","Below 60% of median equivalised income","13.9",""
"2017","Poland","Percentage","Cities","Below 60% of median equivalised income","20.4",""
"2017","Portugal","Percentage","Cities","Below 60% of median equivalised income","21.3",""
"2017","Romania","Percentage","Cities","Below 60% of median equivalised income","25.7",""
"2017","Slovenia","Percentage","Cities","Below 60% of median equivalised income","22.1",""
"2017","Slovakia","Percentage","Cities","Below 60% of median equivalised income","23.6",""
"2017","Finland","Percentage","Cities","Below 60% of median equivalised income","10.0",""
"2017","Sweden","Percentage","Cities","Below 60% of median equivalised income","13.8",""
"2017","United Kingdom","Percentage","Cities","Below 60% of median equivalised income","14.1","bu"
"2017","Iceland","Percentage","Cities","Below 60% of median equivalised income",":",""
"2017","Norway","Percentage","Cities","Below 60% of median equivalised income","9.9",""
"2017","Switzerland","Percentage","Cities","Below 60% of median equivalised income","16.9",""
"2017","North Macedonia","Percentage","Cities","Below 60% of median equivalised income","9.6",""
"2017","Serbia","Percentage","Cities","Below 60% of median equivalised income","13.5",""
"2018","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Percentage","Cities","Below 60% of median equivalised income","22.4","e"
"2018","European Union - 28 countries","Percentage","Cities","Below 60% of median equivalised income","22.4","e"
"2018","European Union - 27 countries (2007-2013)","Percentage","Cities","Below 60% of median equivalised income","22.5","e"
"2018","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage","Cities","Below 60% of median equivalised income","24.7",""
"2018","Euro area (19 countries)","Percentage","Cities","Below 60% of median equivalised income","24.7",""
"2018","Euro area (18 countries)","Percentage","Cities","Below 60% of median equivalised income","24.7",""
"2018","Belgium","Percentage","Cities","Below 60% of median equivalised income","34.8",""
"2018","Bulgaria","Percentage","Cities","Below 60% of median equivalised income","24.1",""
"2018","Czechia","Percentage","Cities","Below 60% of median equivalised income","18.8",""
"2018","Denmark","Percentage","Cities","Below 60% of median equivalised income","19.0",""
"2018","Germany (until 1990 former territory of the FRG)","Percentage","Cities","Below 60% of median equivalised income","38.4",""
"2018","Estonia","Percentage","Cities","Below 60% of median equivalised income","11.2",""
"2018","Ireland","Percentage","Cities","Below 60% of median equivalised income","15.7","p"
"2018","Greece","Percentage","Cities","Below 60% of median equivalised income","32.3",""
"2018","Spain","Percentage","Cities","Below 60% of median equivalised income","16.5",""
"2018","France","Percentage","Cities","Below 60% of median equivalised income","24.7",""
"2018","Croatia","Percentage","Cities","Below 60% of median equivalised income","11.2",""
"2018","Italy","Percentage","Cities","Below 60% of median equivalised income","18.2",""
"2018","Cyprus","Percentage","Cities","Below 60% of median equivalised income","9.4",""
"2018","Latvia","Percentage","Cities","Below 60% of median equivalised income","26.0",""
"2018","Lithuania","Percentage","Cities","Below 60% of median equivalised income","21.6",""
"2018","Luxembourg","Percentage","Cities","Below 60% of median equivalised income","16.8",""
"2018","Hungary","Percentage","Cities","Below 60% of median equivalised income","20.7",""
"2018","Malta","Percentage","Cities","Below 60% of median equivalised income","32.3",""
"2018","Netherlands","Percentage","Cities","Below 60% of median equivalised income","23.0",""
"2018","Austria","Percentage","Cities","Below 60% of median equivalised income","11.9",""
"2018","Poland","Percentage","Cities","Below 60% of median equivalised income","17.7",""
"2018","Portugal","Percentage","Cities","Below 60% of median equivalised income","18.7",""
"2018","Romania","Percentage","Cities","Below 60% of median equivalised income","21.2",""
"2018","Slovenia","Percentage","Cities","Below 60% of median equivalised income","15.1",""
"2018","Slovakia","Percentage","Cities","Below 60% of median equivalised income","4.6",""
"2018","Finland","Percentage","Cities","Below 60% of median equivalised income","13.3",""
"2018","Sweden","Percentage","Cities","Below 60% of median equivalised income","9.7",""
"2018","United Kingdom","Percentage","Cities","Below 60% of median equivalised income","15.6","pu"
"2018","Iceland","Percentage","Cities","Below 60% of median equivalised income",":",""
"2018","Norway","Percentage","Cities","Below 60% of median equivalised income","10.9",""
"2018","Switzerland","Percentage","Cities","Below 60% of median equivalised income","15.2",""
"2018","North Macedonia","Percentage","Cities","Below 60% of median equivalised income",":",""
"2018","Serbia","Percentage","Cities","Below 60% of median equivalised income","18.6",""
